Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
State_id  ,YEAR  ,Month  ,PRECIP (in) 
'437054',1960,2,2.49 
'437054',1960,3,2 
'437054',1960,4,4.06 
'437054',1960,5,2.79 
'437054',1960,6,4.04 
'437054',1960,7,3.07 
'437054',1960,8,2.97 
'437054',1960,9,3.44 
'437054',1960,10,4.06 
'437054',1960,11,2.26 
'437054',1960,12,1.19 
'437054',1961,1,0.78 
'437054',1961,2,2.02 
'437054',1961,3,1.53 
'437054',1961,4,3.82 
'437054',1961,5,2.83 
'437054',1961,6,3.93 
'437054',1961,7,4.55 
'437054',1961,8,2.22 
'437054',1961,9,1.69 
'437054',1961,10,1.58 
'437054',1961,11,3.09 
'437054',1961,12,2.49 
'437054',1962,1,1.62 
'437054',1962,2,2.19 
'437054',1962,3,1.49 
'437054',1962,4,3.69 
'437054',1962,5,2.22 
'437054',1962,6,2.45 
'437054',1962,7,6.3 
'437054',1962,8,2.96 
'437054',1962,9,3.09 
'437054',1962,10,6.34 
'437054',1962,11,2.59 
'437054',1962,12,1.77 
'437054',1963,1,2.17 
'437054',1963,2,1.97 
'437054',1963,3,2.36 
'437054',1963,4,4.12 
'437054',1963,5,2.25 
'437054',1963,6,1.21 
'437054',1963,7,3.4 
'437054',1963,8,4.53 
'437054',1963,9,1.08 
'437054',1963,10,0.4 
'437054',1963,11,4.7 
'437054',1963,12,1.61 
'437054',1964,1,2.56 
'437054',1964,2,0.83 
'437054',1964,3,4.41 
'437054',1964,4,2.87 
'437054',1964,5,2.81 
'437054',1964,6,2.16 
'437054',1964,7,2.43 
'437054',1964,8,4.31 
'437054',1964,9,0.83 
'437054',1964,10,2.21 
'437054',1964,11,2.81 
'437054',1964,12,3.46 
'437054',1965,1,1.23 
'437054',1965,2,1.94 
'437054',1965,3,0.55 
'437054',1965,4,1.73 
'437054',1965,5,0.62 
'437054',1965,6,4.7 
'437054',1965,7,2.87 
'437054',1965,8,3.23 
'437054',1965,9,4.14 
'437054',1965,10,3.98 
'437054',1965,11,3.85 
'437054',1965,12,1.69 
'437054',1966,1,1.72 
'437054',1966,2,1.83 
'437054',1966,3,3.79 
'437054',1966,4,1.05 
'437054',1966,5,2.93 
'437054',1966,6,3.03 
'437054',1966,7,2.68 
'437054',1966,8,3.68 
'437054',1966,9,2.97 
'437054',1966,10,1.98 
'437054',1966,11,2.4 
'437054',1966,12,3.15 
'437054',1967,1,1.12 
'437054',1967,2,2.1 
'437054',1967,3,0.85 
'437054',1967,4,3.54 
'437054',1967,5,4.55 
'437054',1967,6,2.42 
'437054',1967,7,3.59 
'437054',1967,8,2.9 
'437054',1967,9,2.1 
'437054',1967,10,3.8 
'437054',1967,11,2.27 
'437054',1967,12,3.64 
'437054',1968,1,1.76 
'437054',1968,2,0.98 
'437054',1968,3,3.34 
'437054',1968,4,2.98 
'437054',1968,5,3.95 
'437054',1968,6,3.99 
'437054',1968,7,4.91 
'437054',1968,8,2.42 
'437054',1968,9,2.63 
'437054',1968,10,2.73 
'437054',1968,11,4.42 
'437054',1968,12,4.99 
'437054',1969,1,2.41 
'437054',1969,2,4.27 
'437054',1969,3,1.6 
'437054',1969,4,2.93 
'437054',1969,5,3.37 
'437054',1969,6,2.65 
'437054',1969,7,6.35 
'437054',1969,8,3.13 
'437054',1969,9,1.93 
'437054',1969,10,1.93 
'437054',1969,11,6.04 
'437054',1969,12,5.34 
'437054',1970,1,0.61 
'437054',1970,2,2.5 
'437054',1970,3,1.96 
'437054',1970,4,3.12 
'437054',1970,5,3.14 
'437054',1970,6,3.74 
'437054',1970,7,1.55 
'437054',1970,8,4.2 
'437054',1970,9,2.67 
'437054',1970,10,2.05 
'437054',1970,11,1.7 
'437054',1970,12,4.1 
'437054',1971,1,2.01 
'437054',1971,2,3.23 
'437054',1971,3,2.63 
'437054',1971,4,2.24 
'437054',1971,5,2.4 
'437054',1971,6,2.43 
'437054',1971,7,4.16 
'437054',1971,8,7.04 
'437054',1971,9,0.96 
'437054',1971,10,2.44 
'437054',1971,11,3.46 
'437054',1971,12,3.08 
'437054',1972,1,1.76 
'437054',1972,2,1.85 
'437054',1972,3,4.23 
'437054',1972,4,1.99 
'437054',1972,5,3.61 
'437054',1972,6,2.94 
'437054',1972,7,2.92 
'437054',1972,8,2.01 
'437054',1972,9,0.95 
'437054',1972,10,2.6 
'437054',1972,11,4.8 
'437054',1972,12,5.09 
'437054',1973,1,2.75 
'437054',1973,2,1.35 
'437054',1973,3,1.93 
'437054',1973,4,3.19 
'437054',1973,5,5.62 
'437054',1973,6,9.65 
'437054',1973,7,2.89 
'437054',1973,8,3.74 
'437054',1973,9,3.32 
'437054',1973,10,1.87 
'437054',1973,11,3.9 
'437054',1973,12,7.91 
'437054',1974,1,2.34 
'437054',1974,2,2.87 
'437054',1974,3,3.73 
'437054',1974,4,4.48 
'437054',1974,5,5.68 
'437054',1974,6,3.81 
'437054',1974,7,7.25 
'437054',1974,8,2.67 
'437054',1974,9,4.39 
'437054',1974,10,1.24 
'437054',1974,11,3.17 
'437054',1974,12,2.76 
'437054',1975,1,2.34 
'437054',1975,2,2.31 
'437054',1975,3,3.17 
'437054',1975,4,1.48 
'437054',1975,5,1.7 
'437054',1975,6,3.47 
'437054',1975,7,3.33 
'437054',1975,8,3.35 
'437054',1975,9,5.54 
'437054',1975,10,4.19 
'437054',1975,11,3.49 
'437054',1975,12,3.2 
'437054',1976,1,4.74 
'437054',1976,2,3.57 
'437054',1976,3,2.83 
'437054',1976,4,2.14 
'437054',1976,5,4.25 
'437054',1976,6,4.9 
'437054',1976,7,5.13 
'437054',1976,8,3.82 
'437054',1976,9,3.41 
'437054',1976,10,5.38 
'437054',1976,11,1.94 
'437054',1976,12,2.39 
'437054',1977,1,2.03 
'437054',1977,2,1.7 
'437054',1977,3,2.43 
'437054',1977,4,3.77 
'437054',1977,5,0.65 
'437054',1977,6,4.21 
'437054',1977,7,1.2 
'437054',1977,8,6.61 
'437054',1977,9,6.24 
'437054',1977,10,4.6 
'437054',1977,11,4.43 
'437054',1977,12,4.15 
'437054',1978,1,5.21 
'437054',1978,2,0.87 
'437054',1978,3,1.72 
'437054',1978,4,2.46 
'437054',1978,5,1.58 
'437054',1978,6,5.09 
'437054',1978,7,5.53 
'437054',1978,8,2.58 
'437054',1978,9,2.34 
'437054',1978,10,3.19 
'437054',1978,11,1.52 
'437054',1978,12,2.31 
'437054',1979,1,6.81 
'437054',1979,2,1.23 
'437054',1979,3,2.6 
'437054',1979,4,2.43 
'437054',1979,5,3.93 
'437054',1979,6,1.71 
'437054',1979,7,3.42 
'437054',1979,8,3.8 
'437054',1979,9,2.97 
'437054',1979,10,2.32 
'437054',1979,11,2.61 
'437054',1979,12,1.93 
'437054',1980,1,1.78 
'437054',1980,2,0.79 
'437054',1980,3,2.79 
'437054',1980,4,2.47 
'437054',1980,5,1.96 
'437054',1980,6,3.13 
'437054',1980,7,3.22 
'437054',1980,8,3.11 
'437054',1980,9,5.15 
'437054',1980,10,3.32 
'437054',1980,11,3.51 
'437054',1980,12,1.78 
'437054',1981,1,0.41 
'437054',1981,2,4.94 
'437054',1981,3,1.01 
'437054',1981,4,2.42 
'437054',1981,5,3.83 
'437054',1981,6,4.17 
'437054',1981,7,3.33 
'437054',1981,8,3.85 
'437054',1981,9,4.85 
'437054',1981,10,5.54 
'437054',1981,11,1.59 
'437054',1981,12,3.09 
'437054',1982,1,1.83 
'437054',1982,2,2.92 
'437054',1982,3,2.38 
'437054',1982,4,2.65 
'437054',1982,5,0.55 
'437054',1982,6,7.55 
'437054',1982,7,2.56 
'437054',1982,8,3.4 
'437054',1982,9,3.15 
'437054',1982,10,2.1 
'437054',1982,11,4.77 
'437054',1982,12,1.59 
'437054',1983,1,2.81 
'437054',1983,2,1.75 
'437054',1983,3,3.12 
'437054',1983,4,3.91 
'437054',1983,5,6.8 
'437054',1983,6,3 
'437054',1983,7,3.56 
'437054',1983,8,6.94 
'437054',1983,9,1.97 
'437054',1983,10,2.56 
'437054',1983,11,7.04 
'437054',1983,12,5.98 
'437054',1984,1,1.07 
'437054',1984,2,2.48 
'437054',1984,3,3.19 
'437054',1984,4,2.07 
'437054',1984,5,7.88 
'437054',1984,6,2.51 
'437054',1984,7,5.07 
'437054',1984,8,1.57 
'437054',1984,9,1.76 
'437054',1984,10,2.59 
'437054',1984,11,2.77 
'437054',1984,12,4.01 
'437054',1985,1,1.3 
'437054',1985,2,1.93 
'437054',1985,3,2.25 
'437054',1985,4,2.07 
'437054',1985,5,3.1 
'437054',1985,6,2.69 
'437054',1985,7,2.92 
'437054',1985,8,4.99 
'437054',1985,9,2.46 
'437054',1985,10,2.91 
'437054',1985,11,4.39 
'437054',1985,12,2.5 
'437054',1986,1,5.22 
'437054',1986,2,1.99 
'437054',1986,3,3.39 
'437054',1986,4,1.14 
'437054',1986,5,4.57 
'437054',1986,6,3.98 
'437054',1986,7,3.32 
'437054',1986,8,4.45 
'437054',1986,9,3.56 
'437054',1986,10,1.78 
'437054',1986,11,3.35 
'437054',1986,12,2.74 
'437054',1987,1,2.65 
'437054',1987,2,0.37 
'437054',1987,3,1.71 
'437054',1987,4,2.31 
'437054',1987,5,1.19 
'437054',1987,6,6.59 
'437054',1987,7,3.19 
'437054',1987,8,2.49 
'437054',1987,9,6.23 
'437054',1987,10,4.65 
'437054',1987,11,2.48 
'437054',1987,12,1.96 
'437054',1988,1,1.81 
'437054',1988,2,2.56 
'437054',1988,3,1.34 
'437054',1988,4,3.22 
'437054',1988,5,2.07 
'437054',1988,6,1.52 
'437054',1988,7,2.66 
'437054',1988,8,6 
'437054',1988,9,1.69 
'437054',1988,10,1.58 
'437054',1988,11,4.65 
'437054',1988,12,1.63 
'437054',1989,1,1 
'437054',1989,2,1.5 
'437054',1989,3,2.95 
'437054',1989,4,2.84 
'437054',1989,5,4.06 
'437054',1989,6,6.13 
'437054',1989,7,1.87 
'437054',1989,8,7.74 
'437054',1989,9,5.38 
'437054',1989,10,4.54 
'437054',1989,11,3.14 
'437054',1989,12,1.15 
'437054',1990,1,3.29 
'437054',1990,2,2.78 
'437054',1990,3,2.64 
'437054',1990,4,2.75 
'437054',1990,5,3.86 
'437054',1990,6,5.86 
'437054',1990,7,4.07 
'437054',1990,8,6.22 
'437054',1990,9,2.71 
'437054',1990,10,6.46 
'437054',1990,11,2.61 
'437054',1990,12,4.81 
'437054',1991,1,2.23 
'437054',1991,2,0.92 
'437054',1991,3,2.68 
'437054',1991,4,2.49 
'437054',1991,5,3.17 
'437054',1991,6,1.88 
'437054',1991,7,2.55 
'437054',1991,8,6.01 
'437054',1991,9,4.11 
'437054',1991,10,4.63 
'437054',1991,11,1.96 
'437054',1991,12,3.2 
'437054',1992,1,2.14 
'437054',1992,2,2.31 
'437054',1992,3,2.5 
'437054',1992,4,2.97 
'437054',1992,5,1.44 
'437054',1992,6,2.19 
'437054',1992,7,5.72 
'437054',1992,8,2.11 
'437054',1992,9,3.35 
'437054',1992,10,2.63 
'437054',1992,11,3.66 
'437054',1992,12,1.41 
'437054',1993,1,2.5 
'437054',1993,2,1.98 
'437054',1993,3,2.6 
'437054',1993,4,2.23 
'437054',1993,5,1.23 
'437054',1993,6,4.35 
'437054',1993,7,3.13 
'437054',1993,8,3.22 
'437054',1993,9,3.66 
'437054',1993,10,2.5 
'437054',1993,11,1.82 
'437054',1993,12,2.41 
'437054',1994,1,3.17 
'437054',1994,2,1 
'437054',1994,3,3.35 
'437054',1994,4,3.81 
'437054',1994,5,3.98 
'437054',1994,6,3.74 
'437054',1994,7,5.13 
'437054',1994,8,4.09 
'437054',1994,9,3.53 
'437054',1994,10,0.84 
'437054',1994,11,2.54 
'437054',1994,12,2.43 
'437054',1995,1,2.34 
'437054',1995,2,1.96 
'437054',1995,3,1.79 
'437054',1995,4,1.59 
'437054',1995,5,1.84 
'437054',1995,6,1.24 
'437054',1995,7,4.09 
'437054',1995,8,4.41 
'437054',1995,9,2.66 
'437054',1995,10,5.55 
'437054',1995,11,3.94 
'437054',1995,12,2.99 
'437054',1996,1,3.93 
'437054',1996,2,2.7 
'437054',1996,3,1.15 
'437054',1996,4,6.22 
'437054',1996,5,5.11 
'437054',1996,6,4.64 
'437054',1996,7,6.35 
'437054',1996,8,2.08 
'437054',1996,9,2.4 
'437054',1996,10,5.23 
'437054',1996,11,2.38 
'437054',1996,12,4.17 
'437054',1997,1,2.8 
'437054',1997,2,2.24 
'437054',1997,3,3.24 
'437054',1997,4,1.7 
'437054',1997,5,3.01 
'437054',1997,6,4.38 
'437054',1997,7,5.87 
'437054',1997,8,6.33 
'437054',1997,9,1.76 
'437054',1997,10,1.41 
'437054',1997,11,3.98 
'437054',1997,12,2.24 
'437054',1998,1,5.6 
'437054',1998,2,1.38 
'437054',1998,3,2.68 
'437054',1998,4,2.33 
'437054',1998,5,2.5 
'437054',1998,6,5.67 
'437054',1998,7,5.02 
'437054',1998,8,7.59 
'437054',1998,9,2.98 
'437054',1998,10,2.56 
'437054',1998,11,3.9 
'437054',1998,12,1.37 
'437054',1999,1,5.2 
'437054',1999,2,0.98 
'437054',1999,3,2.91 
'437054',1999,4,0.6 
'437054',1999,5,3.1 
'437054',1999,6,1.82 
'437054',1999,7,3.43 
'437054',1999,8,1.74 
'437054',1999,9,8.59 
'437054',1999,10,3.03 
'437054',1999,11,2.22 
'437054',1999,12,1.3 
'437054',2000,1,3.57 
'437054',2000,2,2.79 
'437054',2000,3,2.14 
'437054',2000,4,6.23 
'437054',2000,5,5.84 
'437054',2000,6,1.82 
'437054',2000,7,2.35 
'437054',2000,8,3.82 
'437054',2000,9,2.9 
'437054',2000,10,2.7 
'437054',2000,11,3.66 
'437054',2000,12,4.5 
'437054',2001,1,1.64 
'437054',2001,2,3.14 
'437054',2001,3,3.81 
'437054',2001,4,1.37 
'437054',2001,5,0.96 
'437054',2001,6,3.88 
'437054',2001,7,1.8 
'437054',2001,8,1.12 
'437054',2001,9,3.52 
'437054',2001,10,1.8 
'437054',2001,11,1.86 
'437054',2001,12,1.86 
'437054',2002,1,2.75 
'437054',2002,2,3.14 
'437054',2002,3,3.62 
'437054',2002,4,3.34 
'437054',2002,5,3.45 
'437054',2002,6,6.63 
'437054',2002,7,5.36 
'437054',2002,8,0.93 
'437054',2002,9,3.76 
'437054',2002,10,2.67 
'437054',2002,11,3.78 
'437054',2002,12,1.81 
'437054',2003,1,1.23 
'437054',2003,2,1.34 
'437054',2003,3,2.35 
'437054',2003,4,1.88 
'437054',2003,5,3.52 
'437054',2003,6,2.58 
'437054',2003,7,4.87 
'437054',2003,8,4 
'437054',2003,9,4.22 
'437054',2003,10,7.65 
'437054',2003,11,3.8 
'437054',2003,12,6.03 
'437054',2004,1,0.9 
'437054',2004,2,1.07 
'437054',2004,3,1.66 
'437054',2004,4,2.23 
'437054',2004,5,4.65 
'437054',2004,6,2.59 
'437054',2004,7,2.28 
'437054',2004,8,7.28 
'437054',2004,9,2.46 
'437054',2004,10,1.04 
'437054',2004,11,3.21 
'437054',2004,12,3.48 
'437054',2005,1,2.17 
'437054',2005,2,1.91 
'437054',2005,3,2.25 
'437054',2005,4,4.1 
'437054',2005,5,2.39 
'437054',2005,6,3.75 
'437054',2005,7,4.17 
'437054',2005,8,5.8 
'437054',2005,9,3.22 
'437054',2005,10,8.59 
'437054',2005,11,5.72 
'437054',2005,12,3.33 
'437054',2006,1,3.48 
'437054',2006,2,1.83 
'437054',2006,3,1.46 
'437054',2006,4,2.62 
'437054',2006,5,4.07 
'437054',2006,6,7.93 
'437054',2006,7,5.54 
'437054',2006,8,5 
'437054',2006,9,2.37 
'437054',2006,10,6.77 
'437054',2006,11,2.23 
'437054',2006,12,3.76 
'437054',2007,1,2.41 
'437054',2007,2,2.75 
'437054',2007,3,2.71 
'437054',2007,4,3.75 
'437054',2007,5,3.46 
'437054',2007,6,3.62 
'437054',2007,7,5.39 
'437054',2007,8,1.8 
'437054',2007,9,3.93 
'437054',2007,10,4.94 
'437054',2007,11,4.67 
'437054',2007,12,4.5 
'437054',2008,1,1.79 
'437054',2008,2,5.28 
'437054',2008,3,3.94 
'437054',2008,4,3.79 
'437054',2008,5,1.95 
'437054',2008,6,5.38 
'437054',2008,7,9.16 
'437054',2008,8,5.53 
'437054',2008,9,1.52 
'437054',2008,10,4.72 
'437054',2008,11,2.09 
'437054',2008,12,5.5 
'437054',2009,1,2.44 
'437054',2009,2,1.96 
'437054',2009,3,1.7 
'437054',2009,4,2.17 
'437054',2009,5,5.05 
'437054',2009,6,3.62 
'437054',2009,7,5.33 
'437054',2009,8,2.48 
'437054',2009,9,2.9 
'437054',2009,10,4.99 
'437054',2009,11,4.31 
'437054',2009,12,3.34 
'437054',2010,1,1.49 
'437054',2010,2,1.11 
'437054',2010,3,2.74 
'437054',2010,4,4.41 
'437054',2010,5,2.25 
'437054',2010,6,4.7 
'437054',2010,7,3.54 
'437054',2010,8,4.17 
'437054',2010,9,4.12 
'437054',2010,10,7.08 
'437054',2010,11,2.93 
'437054',2010,12,3.08 
'437054',2011,1,1.49 
'437054',2011,2,3.36 
'437054',2011,3,3.53 
'437054',2011,4,5.56 
'437054',2011,5,11.13 
'437054',2011,6,3.31 
'437054',2011,7,1.86 
'437054',2011,8,9.07 
'437054',2011,9,3.43 
'437054',2011,10,3.67 
'437054',2011,11,1.72 
'437054',2011,12,3.15 
'437054',2012,1,2.56 
'437054',2012,2,0.73 
'437054',2012,3,1.36 
'437054',2012,4,2.5 
'437054',2012,5,5.47 
'437054',2012,6,3.15 
'437054',2012,7,4.06 
'437054',2012,8,2.54 
'437054',2012,9,4.7 
'437054',2012,10,2.8 
'437054',2012,11,0.99 
'437054',2012,12,3.25 
'437054',2013,1,1.89 
'437054',2013,2,1.33 
'437054',2013,3,1.85 
'437054',2013,4,2.4 
'437054',2013,5,4.68 
'437054',2013,6,5.34 
'437054',2013,7,5.83 
'437054',2013,8,2.63 
'437054',2013,9,3.81 
'437054',2013,10,1.93 
'437054',2013,11,3.3 
'437054',2013,12,3.29 
