Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
State_id  ,YEAR  ,Month  ,TMAX (F) 
'437054',1961,5,64.2 
'437054',1961,6,76.5 
'437054',1961,7,79.3 
'437054',1961,8,77.6 
'437054',1961,9,78.6 
'437054',1961,10,62.6 
'437054',1961,11,42.1 
'437054',1961,12,28.8 
'437054',1962,1,25.3 
'437054',1962,2,24.5 
'437054',1962,3,41.4 
'437054',1962,4,53.3 
'437054',1962,5,65.7 
'437054',1962,6,77.8 
'437054',1962,7,76.3 
'437054',1962,8,76.3 
'437054',1962,9,66.5 
'437054',1962,10,54.3 
'437054',1962,11,39 
'437054',1962,12,28 
'437054',1963,1,25.2 
'437054',1963,2,23.4 
'437054',1963,3,39.3 
'437054',1963,4,50.8 
'437054',1963,5,66.9 
'437054',1963,6,78.2 
'437054',1963,7,81.5 
'437054',1963,8,71.7 
'437054',1963,9,68.3 
'437054',1963,10,66.8 
'437054',1963,11,45.2 
'437054',1963,12,19.6 
'437054',1964,1,27.7 
'437054',1964,2,27.9 
'437054',1964,3,39.5 
'437054',1964,4,51.9 
'437054',1964,5,72 
'437054',1964,6,75.8 
'437054',1964,7,80.9 
'437054',1964,8,72.5 
'437054',1964,9,66.7 
'437054',1964,10,56.1 
'437054',1964,11,42.8 
'437054',1964,12,29.2 
'437054',1965,1,22.2 
'437054',1965,2,26.2 
'437054',1965,3,35.9 
'437054',1965,4,49.9 
'437054',1965,5,69.8 
'437054',1965,6,75.5 
'437054',1965,7,76.4 
'437054',1965,8,76.2 
'437054',1965,9,68.4 
'437054',1965,10,55 
'437054',1965,11,38.1 
'437054',1965,12,30.9 
'437054',1966,1,24.8 
'437054',1966,2,28.6 
'437054',1966,3,40 
'437054',1966,4,48.7 
'437054',1966,5,62.9 
'437054',1966,6,77 
'437054',1966,7,80.6 
'437054',1966,8,77.2 
'437054',1966,9,66.5 
'437054',1966,10,57 
'437054',1966,11,46.3 
'437054',1966,12,29.1 
'437054',1967,1,31 
'437054',1967,2,24.2 
'437054',1967,3,35.3 
'437054',1967,4,49.7 
'437054',1967,5,57.3 
'437054',1967,6,79.4 
'437054',1967,7,80 
'437054',1967,8,76.3 
'437054',1967,9,69.6 
'437054',1967,10,56.8 
'437054',1967,11,36.6 
'437054',1967,12,30.3 
'437054',1968,1,19.3 
'437054',1968,2,22.2 
'437054',1968,3,42.4 
'437054',1968,4,58.7 
'437054',1968,5,64.3 
'437054',1968,6,69.1 
'437054',1968,7,81.3 
'437054',1968,8,75.3 
'437054',1968,9,72.5 
'437054',1968,10,59.8 
'437054',1968,11,36.8 
'437054',1968,12,23.5 
'437054',1969,1,24.8 
'437054',1969,2,29.3 
'437054',1969,3,34.9 
'437054',1969,4,53 
'437054',1969,5,63.1 
'437054',1969,6,76.1 
'437054',1969,7,77.7 
'437054',1969,8,78.2 
'437054',1969,9,69.2 
'437054',1969,10,56 
'437054',1969,11,43.2 
'437054',1969,12,26 
'437054',1970,1,15.4 
'437054',1970,2,29.3 
'437054',1970,3,36.5 
'437054',1970,4,52.4 
'437054',1970,5,68.3 
'437054',1970,6,76.3 
'437054',1970,7,81.4 
'437054',1970,8,78.6 
'437054',1970,9,68.5 
'437054',1970,10,59.1 
'437054',1970,11,44.4 
'437054',1970,12,22.8 
'437054',1971,1,19.4 
'437054',1971,2,28.5 
'437054',1971,3,34.3 
'437054',1971,4,48 
'437054',1971,5,65.8 
'437054',1971,6,78.2 
'437054',1971,7,79.4 
'437054',1971,8,77.4 
'437054',1971,9,71.1 
'437054',1971,10,63.7 
'437054',1971,11,37.1 
'437054',1971,12,29 
'437054',1972,1,27.5 
'437054',1972,2,25.2 
'437054',1972,3,34.3 
'437054',1972,4,45.6 
'437054',1972,5,68.1 
'437054',1972,6,72 
'437054',1972,7,79.2 
'437054',1972,8,74.3 
'437054',1972,9,69.6 
'437054',1972,10,50.7 
'437054',1972,11,36.5 
'437054',1972,12,28 
'437054',1973,1,26.9 
'437054',1973,2,25.6 
'437054',1973,3,44.5 
'437054',1973,4,53.8 
'437054',1973,5,63.7 
'437054',1973,6,74.9 
'437054',1973,7,81.8 
'437054',1973,8,80.8 
'437054',1973,9,66.1 
'437054',1973,10,58.6 
'437054',1973,11,39.1 
'437054',1973,12,31.6 
'437054',1974,1,26.6 
'437054',1974,2,25.5 
'437054',1974,3,36.6 
'437054',1974,4,53.9 
'437054',1974,5,60.2 
'437054',1974,6,76.5 
'437054',1974,7,78.9 
'437054',1974,8,78.1 
'437054',1974,9,66.8 
'437054',1974,10,51.3 
'437054',1974,11,40.9 
'437054',1974,12,31.4 
'437054',1975,1,29.2 
'437054',1975,2,27.3 
'437054',1975,3,35.3 
'437054',1975,4,45.5 
'437054',1975,5,73.9 
'437054',1975,6,75.1 
'437054',1975,7,83 
'437054',1975,8,77.6 
'437054',1975,9,65.3 
'437054',1975,10,57.1 
'437054',1975,11,46.5 
'437054',1975,12,27.2 
'437054',1976,1,19.1 
'437054',1976,2,32.8 
'437054',1976,3,40.4 
'437054',1976,4,55.9 
'437054',1976,5,63.6 
'437054',1976,6,80.2 
'437054',1976,7,76.8 
'437054',1976,8,76.6 
'437054',1976,9,65.9 
'437054',1976,10,50.9 
'437054',1976,11,35.8 
'437054',1976,12,23.8 
'437054',1977,1,19 
'437054',1977,2,26.4 
'437054',1977,3,46 
'437054',1977,4,53.7 
'437054',1977,5,72.3 
'437054',1977,6,72.5 
'437054',1977,7,80.6 
'437054',1977,8,76.5 
'437054',1977,9,64.4 
'437054',1977,10,54.9 
'437054',1977,11,44.2 
'437054',1977,12,26.5 
'437054',1978,1,23.2 
'437054',1978,2,22.2 
'437054',1978,3,34.8 
'437054',1978,4,47.1 
'437054',1978,5,70.8 
'437054',1978,6,74.9 
'437054',1978,7,80.7 
'437054',1978,8,77.7 
'437054',1978,9,67 
'437054',1978,10,53.5 
'437054',1978,11,43.4 
'437054',1978,12,28.5 
'437054',1979,1,24.6 
'437054',1979,2,17.9 
'437054',1979,3,43.6 
'437054',1979,4,51.9 
'437054',1979,5,67.5 
'437054',1979,6,76.4 
'437054',1979,7,81.7 
'437054',1979,8,73.8 
'437054',1979,9,69.2 
'437054',1979,10,53.7 
'437054',1979,11,46.2 
'437054',1979,12,33.3 
'437054',1980,1,26 
'437054',1980,2,24 
'437054',1980,3,38.1 
'437054',1980,4,53.3 
'437054',1980,5,67.9 
'437054',1980,6,72.7 
'437054',1980,7,79.8 
'437054',1980,8,77.5 
'437054',1980,9,68.3 
'437054',1980,10,51.4 
'437054',1980,11,35.2 
'437054',1980,12,23.5 
'437054',1981,1,18.7 
'437054',1981,2,38.5 
'437054',1981,3,40.5 
'437054',1981,4,55.2 
'437054',1981,5,69.4 
'437054',1981,6,75.7 
'437054',1981,7,80.7 
'437054',1981,8,75.5 
'437054',1981,9,66.3 
'437054',1981,10,51.6 
'437054',1981,11,41.4 
'437054',1981,12,28.3 
'437054',1982,1,17.3 
'437054',1982,2,25.8 
'437054',1982,3,38.7 
'437054',1982,4,50.3 
'437054',1982,5,69.7 
'437054',1982,6,71.2 
'437054',1982,7,80.5 
'437054',1982,8,74.7 
'437054',1982,9,69.7 
'437054',1982,10,57.8 
'437054',1982,11,46 
'437054',1982,12,36 
'437054',1983,1,27.8 
'437054',1983,2,31.3 
'437054',1983,3,39.7 
'437054',1983,4,51.6 
'437054',1983,5,62.9 
'437054',1983,6,78.5 
'437054',1983,7,80 
'437054',1983,8,77.5 
'437054',1983,9,72.4 
'437054',1983,10,57.6 
'437054',1983,11,40.9 
'437054',1983,12,26.3 
'437054',1984,1,23.5 
'437054',1984,2,35.9 
'437054',1984,3,33.8 
'437054',1984,4,55.7 
'437054',1984,5,62.9 
'437054',1984,6,76.6 
'437054',1984,7,79.5 
'437054',1984,8,79.5 
'437054',1984,9,67 
'437054',1984,10,59.5 
'437054',1984,11,41.2 
'437054',1984,12,32.8 
'437054',1985,1,18.4 
'437054',1985,2,29.6 
'437054',1985,3,41.5 
'437054',1985,4,52.9 
'437054',1985,5,68.1 
'437054',1985,6,70.7 
'437054',1985,7,80.7 
'437054',1985,8,75.7 
'437054',1985,9,69.5 
'437054',1985,10,57.2 
'437054',1985,11,41.6 
'437054',1985,12,25.4 
'437054',1986,1,27.8 
'437054',1986,2,25.3 
'437054',1986,3,41 
'437054',1986,4,60.4 
'437054',1986,5,70.1 
'437054',1986,6,73 
'437054',1986,7,76.7 
'437054',1986,8,75.3 
'437054',1986,9,65.6 
'437054',1986,10,55.4 
'437054',1986,11,39.1 
'437054',1986,12,30 
'437054',1987,1,24.6 
'437054',1987,2,25 
'437054',1987,3,42.9 
'437054',1987,4,59.9 
'437054',1987,5,68.1 
'437054',1987,6,75 
'437054',1987,7,82.4 
'437054',1987,8,76.2 
'437054',1987,9,66.8 
'437054',1987,10,56.5 
'437054',1987,11,41.4 
'437054',1987,12,30.5 
'437054',1988,1,26.4 
'437054',1988,2,29.8 
'437054',1988,3,37.9 
'437054',1988,4,53.4 
'437054',1988,5,69.9 
'437054',1988,6,74.3 
'437054',1988,7,82.8 
'437054',1988,8,79.2 
'437054',1988,9,67.3 
'437054',1988,10,51.3 
'437054',1988,11,41.9 
'437054',1988,12,28.1 
'437054',1989,1,29.3 
'437054',1989,2,27.6 
'437054',1989,3,37.7 
'437054',1989,4,49.9 
'437054',1989,5,70.1 
'437054',1989,6,76.4 
'437054',1989,7,81 
'437054',1989,8,75.9 
'437054',1989,9,69.7 
'437054',1989,10,56.7 
'437054',1989,11,41.1 
'437054',1989,12,15 
'437054',1990,1,33.3 
'437054',1990,2,30.4 
'437054',1990,3,42.4 
'437054',1990,4,56 
'437054',1990,5,65.3 
'437054',1990,6,76 
'437054',1990,7,80.5 
'437054',1990,8,79.8 
'437054',1990,9,66.9 
'437054',1990,10,59 
'437054',1990,11,42.8 
'437054',1990,12,33.9 
'437054',1991,1,24.8 
'437054',1991,2,33.4 
'437054',1991,3,40.2 
'437054',1991,4,59.3 
'437054',1991,5,70.9 
'437054',1991,6,76.8 
'437054',1991,7,80.8 
'437054',1991,8,78.6 
'437054',1991,9,66.9 
'437054',1991,10,59.5 
'437054',1991,11,42.7 
'437054',1991,12,28.1 
'437054',1992,1,24.1 
'437054',1992,2,28.3 
'437054',1992,3,36.2 
'437054',1992,4,50 
'437054',1992,5,70 
'437054',1992,6,74.8 
'437054',1992,7,75.5 
'437054',1992,8,75.2 
'437054',1992,9,70.3 
'437054',1992,10,50.7 
'437054',1992,11,38.9 
'437054',1992,12,31.5 
'437054',1993,1,27.7 
'437054',1993,2,21.4 
'437054',1993,3,39.3 
'437054',1993,4,56.4 
'437054',1993,5,66.8 
'437054',1993,6,74.4 
'437054',1993,7,80.6 
'437054',1993,8,79.5 
'437054',1993,9,67 
'437054',1993,10,54.3 
'437054',1993,11,42.2 
'437054',1993,12,29.6 
'437054',1994,1,17.2 
'437054',1994,2,24.3 
'437054',1994,3,37.6 
'437054',1994,4,54.7 
'437054',1994,5,66.3 
'437054',1994,6,78.4 
'437054',1994,7,82.2 
'437054',1994,8,75.8 
'437054',1994,9,66.9 
'437054',1994,10,58.4 
'437054',1994,11,44.7 
'437054',1994,12,33.5 
'437054',1995,1,30.7 
'437054',1995,2,26.9 
'437054',1995,3,43.1 
'437054',1995,4,48 
'437054',1995,5,65.4 
'437054',1995,6,80.3 
'437054',1995,7,81.9 
'437054',1995,8,77.5 
'437054',1995,9,65 
'437054',1995,10,60.7 
'437054',1995,11,38.3 
'437054',1995,12,23.9 
'437054',1996,1,26.4 
'437054',1996,2,26.9 
'437054',1996,3,39.9 
'437054',1996,4,52.4 
'437054',1996,5,63.5 
'437054',1996,6,74 
'437054',1996,7,77.4 
'437054',1996,8,76.6 
'437054',1996,9,68.4 
'437054',1996,10,54.9 
'437054',1996,11,37.3 
'437054',1996,12,34.1 
'437054',1997,1,24.3 
'437054',1997,2,33.7 
'437054',1997,3,35.3 
'437054',1997,4,51.5 
'437054',1997,5,58.9 
'437054',1997,6,77.5 
'437054',1997,7,78.4 
'437054',1997,8,74.3 
'437054',1997,9,66 
'437054',1997,10,54.4 
'437054',1997,11,39.9 
'437054',1997,12,29.4 
'437054',1998,1,28.6 
'437054',1998,2,36.2 
'437054',1998,3,42.9 
'437054',1998,4,57.8 
'437054',1998,5,73.6 
'437054',1998,6,72.4 
'437054',1998,7,78.8 
'437054',1998,8,77.2 
'437054',1998,9,70 
'437054',1998,10,56.3 
'437054',1998,11,41.5 
'437054',1998,12,37.4 
'437054',1999,1,27.4 
'437054',1999,2,33.7 
'437054',1999,3,40.4 
'437054',1999,4,55.6 
'437054',1999,5,71.8 
'437054',1999,6,80.2 
'437054',1999,7,81.9 
'437054',1999,8,76.5 
'437054',1999,9,73.4 
'437054',1999,10,55 
'437054',1999,11,47.6 
'437054',1999,12,32.8 
'437054',2000,1,24.8 
'437054',2000,2,31.6 
'437054',2000,3,46.3 
'437054',2000,4,52.2 
'437054',2000,5,65.4 
'437054',2000,6,72.8 
'437054',2000,7,76 
'437054',2000,8,75.3 
'437054',2000,9,67.4 
'437054',2000,10,57.3 
'437054',2000,11,41.1 
'437054',2000,12,24.8 
'437054',2001,1,27.1 
'437054',2001,2,28.4 
'437054',2001,3,36.2 
'437054',2001,4,53.7 
'437054',2001,5,70.3 
'437054',2001,6,78.3 
'437054',2001,7,77.1 
'437054',2001,8,81.7 
'437054',2001,9,71.2 
'437054',2001,10,59 
'437054',2001,11,46.8 
'437054',2001,12,36.4 
'437054',2002,1,31.9 
'437054',2002,2,33.7 
'437054',2002,3,40.2 
'437054',2002,4,55.5 
'437054',2002,5,62.7 
'437054',2002,6,74.2 
'437054',2002,7,79.5 
'437054',2002,8,80.1 
'437054',2002,9,72.7 
'437054',2002,10,51.6 
'437054',2002,11,39.5 
'437054',2002,12,29.2 
'437054',2003,1,19.9 
'437054',2003,2,25.9 
'437054',2003,3,42.3 
'437054',2003,4,52.1 
'437054',2003,5,66.1 
'437054',2003,6,76.3 
'437054',2003,7,79.2 
'437054',2003,8,78.1 
'437054',2003,9,69.1 
'437054',2003,10,53.9 
'437054',2003,11,45.1 
'437054',2003,12,28.5 
'437054',2004,1,16.4 
'437054',2004,2,30.5 
'437054',2004,3,42.8 
'437054',2004,4,55.3 
'437054',2004,5,68.8 
'437054',2004,6,73.8 
'437054',2004,7,77.7 
'437054',2004,8,75.7 
'437054',2004,9,70.3 
'437054',2004,10,57.3 
'437054',2004,11,43.2 
'437054',2004,12,30.3 
'437054',2005,1,23.8 
'437054',2005,2,32.7 
'437054',2005,3,37.1 
'437054',2005,4,57.5 
'437054',2005,5,60.5 
'437054',2005,6,79.7 
'437054',2005,7,80.7 
'437054',2005,8,78.2 
'437054',2005,9,71.8 
'437054',2005,10,56.6 
'437054',2005,11,46.3 
'437054',2005,12,28.3 
'437054',2006,1,34.3 
'437054',2006,2,28.8 
'437054',2006,3,38.2 
'437054',2006,4,57.1 
'437054',2006,5,66.7 
'437054',2006,6,74.8 
'437054',2006,7,81.1 
'437054',2006,8,74.1 
'437054',2006,9,66.9 
'437054',2006,10,54 
'437054',2006,11,48.3 
'437054',2006,12,37.1 
'437054',2007,1,28.1 
'437054',2007,2,22.8 
'437054',2007,3,38.7 
'437054',2007,4,50.1 
'437054',2007,5,68.3 
'437054',2007,6,77 
'437054',2007,7,76.2 
'437054',2007,8,77.3 
'437054',2007,9,72.1 
'437054',2007,10,61 
'437054',2007,11,39.4 
'437054',2007,12,29.8 
'437054',2008,1,29.9 
'437054',2008,2,29 
'437054',2008,3,37.5 
'437054',2008,4,59.6 
'437054',2008,5,64.9 
'437054',2008,6,75.4 
'437054',2008,7,78.4 
'437054',2008,8,73.9 
'437054',2008,9,69.3 
'437054',2008,10,54.4 
'437054',2008,11,41.1 
'437054',2008,12,30.9 
'437054',2009,1,20.7 
'437054',2009,2,31.2 
'437054',2009,3,42.6 
'437054',2009,4,58.2 
'437054',2009,5,65.6 
'437054',2009,6,72 
'437054',2009,7,74.9 
'437054',2009,8,77.1 
'437054',2009,9,67.2 
'437054',2009,10,50.3 
'437054',2009,11,47.6 
'437054',2009,12,29.1 
'437054',2010,1,27.2 
'437054',2010,2,29.4 
'437054',2010,3,47.6 
'437054',2010,4,59.8 
'437054',2010,5,70.5 
'437054',2010,6,73.5 
'437054',2010,7,81.3 
'437054',2010,8,76.2 
'437054',2010,9,69.8 
'437054',2010,10,55.2 
'437054',2010,11,42.5 
'437054',2010,12,27.3 
'437054',2011,1,23.2 
'437054',2011,2,28.3 
'437054',2011,3,37.8 
'437054',2011,4,52.6 
'437054',2011,5,68.8 
'437054',2011,6,74.9 
'437054',2011,7,81.9 
'437054',2011,8,76.3 
'437054',2011,9,71 
'437054',2011,10,58.1 
'437054',2011,11,49.4 
'437054',2011,12,34 
'437054',2012,1,28 
'437054',2012,2,33.9 
'437054',2012,3,51.5 
'437054',2012,4,56.3 
'437054',2012,5,69.6 
'437054',2012,6,74.6 
'437054',2012,7,80.4 
'437054',2012,8,78.9 
'437054',2012,9,68.9 
'437054',2012,10,59.6 
'437054',2012,11,41.6 
'437054',2012,12,33.2 
'437054',2013,1,26.7 
'437054',2013,2,29.5 
'437054',2013,3,39.1 
'437054',2013,4,54.1 
'437054',2013,5,69.2 
'437054',2013,6,74 
'437054',2013,7,80.8 
'437054',2013,8,76.1 
'437054',2013,9,70.3 
'437054',2013,10,59 
'437054',2013,11,40.9 
'437054',2013,12,27.7 
